originals	tokenized	transliterated
afgestudeerd	afgestudeerd	ɑfɣəstydert
afgestudeerde	afgestudeerde	ɑfɣəstyderdə
afgestudeerden	afgestudeerden	ɑfɣəstyderdən
afgevaardigde	afgevaardigde	ɑfɣəvardɪɣdə
afgevallen	afgevallen	ɑfɣəvɑlən
afgevoerd	afgevoerd	ɑfɣəvurt
afgevuurd	afgevuurd	ɑfɣəvyrt
Afgewacht	Afgewacht	ɑfɣəʋɑxt
afgeweken	afgeweken	ɑfɣəʋekən
afgewerkt	afgewerkt	ɑfɣəʋɛrkt
afgewezen	afgewezen	ɑfɣəʋezən
afgeworpen	afgeworpen	ɑfɣəʋɔrpən
afgezegd	afgezegd	ɑfɣəzɛɣt
afgezet	afgezet	ɑfɣəzɛt
afgezonderd	afgezonderd	ɑfɣəzɔndɛrt
Afghaanse	Afghaanse	ɑfgansə
Afghanistan	Afghanistan	ɑfganɪstɑn
afgravingswerkzaamheden	afgravingswerkzaamheden	ɑfɣravɪŋsʋɛrkzamhedən
afhandig	afhandig	afhɑndəɣ
afhang	afhang	afhɑŋ
afhangen	afhangen	afhɑŋən
afhankelijk	afhankelijk	afhɑŋkelək
Afhankelijk	Afhankelijk	afhɑŋkelək
afhankelijkheid	afhankelijkheid	afhɑŋkeləkhɛɪt
Afhankelijkheid	Afhankelijkheid	afhɑŋkeləkhɛɪt
Afisare	Afisare	afisarə
afkeer	afkeer	ɑfker
afklokken	afklokken	ɑfklɔkən
afkoelen	afkoelen	ɑfkulən
afkomst	afkomst	ɑfkɔmst
afkomstig	afkomstig	ɑfkɔmstəɣ
afkomstige	afkomstige	ɑfkɔmstəɣə
afkomt	afkomt	ɑfkɔmt
afkortingen	afkortingen	ɑfkɔrtɪŋən
afleggen	afleggen	ɑflɛɣən
aflegt	aflegt	ɑflɛɣt
afleiden	afleiden	ɑflɛɪdən
afleiding	afleiding	ɑflɛɪdɪŋ
afleveradres	afleveradres	ɑfleverɑdrɛs
afleveren	afleveren	ɑfleverən
aflevering	aflevering	ɑfleverɪŋ
afleveringen	afleveringen	ɑfleverɪŋən
aflezen	aflezen	ɑflezən
afloop	afloop	ɑflop
afloopt	afloopt	ɑflopt
aflopen	aflopen	ɑflopən
afmaakt	afmaakt	ɑfmakt
afmaken	afmaken	ɑfmakən
afmelden	afmelden	ɑfmɛldən
Afmeldformulier	Afmeldformulier	ɑfmɛltfɔrmylir
afmeting	afmeting	ɑfmetɪŋ
afmetingen	afmetingen	ɑfmetɪŋən
Afmetingen	Afmetingen	ɑfmetɪŋən
afname	afname	ɑfnamə
afneemt	afneemt	ɑfnemt
afnemer	afnemer	ɑfnemər
afnemers	afnemers	ɑfnemɛrs
afpersing	afpersing	ɑfpɛrsɪŋ
afrika	afrika	ɑfrika
Afrika	Afrika	ɑfrika
Afrikaan	Afrikaan	ɑfrikan
Afrikaanse	Afrikaanse	ɑfrikansə
Afro-Amerikaanse	Afro-Amerikaanse	ɑfroamerikansə
afronden	afronden	ɑfrɔndən
afroommodule	afroommodule	ɑfromodylə
afschaffen	afschaffen	ɑfsxɑfən
afscheid	afscheid	ɑfsxɛɪt
afscheiding	afscheiding	ɑfsxɛɪdɪŋ
afscherming	afscherming	ɑfsxɛrmɪŋ
afschermwand	afschermwand	ɑfsxɛrmʋɑnt
afschilferen	afschilferen	ɑfsxɪlferən
afschrift	afschrift	ɑfsxrɪft
afschrijving	afschrijving	ɑfsxrɛɪvɪŋ
afschrijvingen	afschrijvingen	ɑfsxrɛɪvɪŋən
afschrikking	afschrikking	ɑfsxrɪkɪŋ
afschuwelijk	afschuwelijk	ɑfsxyʋelək
afslag	afslag	ɑfslɑɣ
Afslag	Afslag	ɑfslɑɣ
afslanking	afslanking	ɑfslɑŋkɪŋ
afsluitbaar	afsluitbaar	ɑfslœytbar
afsluiten	afsluiten	ɑfslœytən
afsluiter	afsluiter	ɑfslœytər
afsluiters	afsluiters	ɑfslœytɛrs
afsluiting	afsluiting	ɑfslœytɪŋ
afsluitingsgesteente	afsluitingsgesteente	ɑfslœytɪŋsɣəstentə
afsluitingsspoor	afsluitingsspoor	ɑfslœytɪŋspor
afsluitsessie	afsluitsessie	ɑfslœytsɛsi
afsnijden	afsnijden	ɑfsnɛɪdən
afspeel	afspeel	ɑfspel
afspeelt	afspeelt	ɑfspelt
afspelen	afspelen	ɑfspelən
afsplitsing	afsplitsing	ɑfsplɪtsɪŋ
afspraak	afspraak	ɑfsprak
afspraken	afspraken	ɑfsprakən
Afspraken	Afspraken	ɑfsprakən
afspreken	afspreken	ɑfsprekən
afstaan	afstaan	ɑfstan
afstammeling	afstammeling	ɑfstɑmelɪŋ
afstand	afstand	ɑfstɑnt
Afstand	Afstand	ɑfstɑnt
afstandbediening	afstandbediening	ɑfstɑntbədinɪŋ
afstanden	afstanden	ɑfstɑndən
afstandskampioenschappen	afstandskampioenschappen	ɑfstɑntskɑmpiunsxɑpən
afstandstoename	afstandstoename	ɑfstɑntstunamə
afstaptoestel	afstaptoestel	ɑfstɑptustəl
Afstoten	Afstoten	ɑfstotən
afstudeertrajecten	afstudeertrajecten	ɑfstydertrajɛktən
afstuderen	afstuderen	ɑfstyderən
aftekenen	aftekenen	ɑftekenən
aftekening	aftekening	ɑftekenɪŋ
afterski	afterski	ɑftɛrski
aftrap	aftrap	ɑftrɑp
aftredende	aftredende	ɑftredɛndə
aftrek	aftrek	ɑftrɛk
aftrekken	aftrekken	ɑftrɛkən
aftrekmogelijkheden	aftrekmogelijkheden	ɑftrɛkmoɣələkhedən
afval	afval	ɑfvɑl
Afval	Afval	ɑfvɑl
afvalbak	afvalbak	ɑfvɑlbɑk
afvalstoffen	afvalstoffen	ɑfvɑlstɔfən
afvlakking	afvlakking	ɑfvlɑkɪŋ
afvoer	afvoer	ɑfvur
Afvoermetingen	Afvoermetingen	ɑfvurmetɪŋən
afvraagt	afvraagt	ɑfvraɣt
afwaching	afwaching	afʋɑxɪŋ
afwachten	afwachten	afʋɑxtən
afweer	afweer	afʋer
afweging	afweging	afʋeɣɪŋ
afwenden	afwenden	afʋɛndən
afwerking	afwerking	afʋɛrkɪŋ
afwerpt	afwerpt	afʋɛrpt
afwezig	afwezig	afʋezəɣ
afwezige	afwezige	afʋezəɣə
afwezigen	afwezigen	afʋezəɣən
afwijken	afwijken	afʋɛɪkən
afwijkend	afwijkend	afʋɛɪkɛnt
afwijkende	afwijkende	afʋɛɪkɛndə
afwijkingen	afwijkingen	afʋɛɪkɪŋən
afwijzen	afwijzen	afʋɛɪzən
afwikkelen	afwikkelen	afʋɪkelən
afwisselen	afwisselen	afʋɪselən
afwisselend	afwisselend	afʋɪselɛnt
afwisseling	afwisseling	afʋɪselɪŋ
afzeggen	afzeggen	ɑfzɛɣən
afzender	afzender	ɑfzɛndər
afzet	afzet	ɑfzɛt
afzetmarkt	afzetmarkt	ɑfzɛtmɑrkt
afzetten	afzetten	ɑfzɛtən
afzonderlijk	afzonderlijk	ɑfzɔndɛrlək
afzonderlijke	afzonderlijke	ɑfzɔndɛrləkə
afzwemmen	afzwemmen	ɑfzʋɛmən
Agamemnon	Agamemnon	aɣamɛmnɔn
Agatha	Agatha	aɣatha
Age	Age	aɣə
Agency	Agency	aɣənsi
agenda	agenda	aɣənda
agent	agent	aɣənt
Agent	Agent	aɣənt
agenten	agenten	aɣəntən
Agenten	Agenten	aɣəntən
aggressieve	aggressieve	ɑɣrɛsivə
Agnes	Agnes	ɑɣnɛs
Agonita	Agonita	aɣonita
agrarisch	agrarisch	ɑɣraris
agressie	agressie	ɑɣrɛsi
agressief	agressief	ɑɣrɛsif
agressiviteit	agressiviteit	ɑɣrɛsivitɛɪt
agromilieukeur	agromilieukeur	ɑɣromiljøkør
Aguado	Aguado	aɣyado
Aguri	Aguri	aɣyri
Ah	Ah	a
Aha	Aha	aha
Ahasveros	Ahasveros	ahɑsverɔs
Ahead	Ahead	aheɑt
Ahmadi	Ahmadi	ahmadi
Ahmadinejad	Ahmadinejad	ahmadinejɑt
Ahold	Ahold	ahɔlt
aids	aids	ɑɪts
Aigle	Aigle	aɪɣlə
Air	Air	aɪr
airbag	airbag	ɑɪrbɑɣ
airconditioning	airconditioning	ɑɪrkɔndiʃonɪŋ
aircraft	aircraft	ɑɪrkrɑft
airedales	airedales	ɑɪredalɛs
Aires	Aires	airɛs
Airport	Airport	aɪrpɔrt
Airspray	Airspray	aɪrspreɪ
Airways	Airways	airʋais
Aisne	Aisne	aɪsnə
Aix-en-Provence	Aix-en-Provence	aɪksenprovɛnsə
Aiyana	Aiyana	aiiana
Ajacied	Ajacied	ajasit
Ajakkes	Ajakkes	ajɑkɛs
ajax	ajax	ajɑks
Ajax	Ajax	ajɑks
ajuus	ajuus	ajy
akademisch	akademisch	akademis
akelig	akelig	akeləɣ
akkers	akkers	ɑkɛrs
akkoord	akkoord	ɑkort
Akkoord	Akkoord	ɑkort
akkoordinstrument	akkoordinstrument	ɑkordɪnstrymɛnt
Akonnor	Akonnor	akɔnɔr
Akrotiri	Akrotiri	ɑkrotiri
akte	akte	ɑktə
aktie	aktie	ɑktsi
aktiviteiten	aktiviteiten	ɑktivitɛɪtən
al	al	ɑl
Al	Al	ɑl
Al-Assad	Al-Assad	alɑsɑt
al-Qaeda	al-Qaeda	alkaeda
Alan	Alan	alɑn
Alanis	Alanis	alanɪs
alarm	alarm	alɑrm
alarmbelprocedure	alarmbelprocedure	alɑrmbəlprosedyrə
alarmsysteem	alarmsysteem	alɑrmsistem
alata	alata	alata
Albayrak	Albayrak	ɑlbairɑk
Albert	Albert	ɑlbərt
albino	albino	ɑlbino
Albino	Albino	ɑlbino
Albron	Albron	ɑlbrɔn
album	album	ɑlbœm
Album	Album	ɑlbœm
albums	albums	ɑlbœms
Alcatel	Alcatel	ɑlkatəl
alcohol	alcohol	ɑlkohɔl
Alcoholgebruik	Alcoholgebruik	ɑlkohɔlɣəbrœyk
alcoholica	alcoholica	ɑlkoholika
Aldeneik	Aldeneik	ɑldenɛɪk
aldus	aldus	ɑldœs
Aldus	Aldus	ɑldœs
Alema	Alema	alema
Alert	Alert	alɛrt
alerter	alerter	alɛrtər
alertheid	alertheid	alɛrthɛɪt
Alessandro	Alessandro	alɛsɑndro
Aleva	Aleva	aleva
Alevieten	Alevieten	alevitən
Alex	Alex	alɛks
Alexander	Alexander	alɛksɑndər
Alexandra	Alexandra	alɛksɑndra
Alfa	Alfa	ɑlfa
Alfabetten	Alfabetten	ɑlfabətən
Alfasan	Alfasan	ɑlfasɑn
Alfons	Alfons	ɑlfɔns
Algarve	Algarve	ɑlɣɑrvə
algehele	algehele	ɑlɣəhelə
algemeen	algemeen	ɑlɣəmen
Algemeen	Algemeen	ɑlɣəmen
algemeenste	algemeenste	ɑlɣəmenstə
algemene	algemene	ɑlɣəmenə
Algemene	Algemene	ɑlɣəmenə
Algerije	Algerije	ɑlɣərɛɪə
alhoewel	alhoewel	alhuʋəl
Ali	Ali	ali
alias	alias	aliɑs
Alicante	Alicante	alikɑntə
Alicia	Alicia	aliʃa
Aliens	Aliens	alins
Aliki	Aliki	aliki
alinea	alinea	alinɛa
Alison	Alison	alisɔn
Alita	Alita	alita
Alk	Alk	ɑlk
Alkmaar	Alkmaar	ɑlkmar
Alkmaarse	Alkmaarse	ɑlkmarsə
All-In	All-In	ɑlɪn
Allah	Allah	ɑla
allang	allang	ɑlɑŋ
Allard-Dansaert	Allard-Dansaert	ɑlɑrddɑnsaɛrt
alle	alle	ɑlə
Alle	Alle	ɑlə
allebei	allebei	ɑlebɛɪ
alleen	alleen	ɑlen
Alleen	Alleen	ɑlen
alleenals	alleenals	ɑlenɑls
alleenheerser	alleenheerser	ɑlenhersər
alleenstaande	alleenstaande	ɑlenstandə
alleenstaanden	alleenstaanden	ɑlenstandən
Allegiance	Allegiance	ɑleɣiɑnsə
Allegro	Allegro	ɑlɛɣro
allemaal	allemaal	ɑlemal
Allemaal	Allemaal	ɑlemal
allen	allen	ɑlən
allerbeste	allerbeste	ɑlɛrbəstə
Allereerst	Allereerst	ɑlererst
allereerste	allereerste	ɑlererstə
Allergeen	Allergeen	ɑlɛrɣen
allergie	allergie	ɑlɛrɣi
allergierisico	allergierisico	ɑlɛrɣirisiko
allergisch	allergisch	ɑlɛrɣis
allergische	allergische	ɑlɛrɣisə
allerhande	allerhande	ɑlerhɑndə
allerijl	allerijl	ɑlerɛɪl
allerlaatste	allerlaatste	ɑlɛrlatstə
allerlei	allerlei	ɑlɛrlɛɪ
Allerlei	Allerlei	ɑlɛrlɛɪ
allerleukste	allerleukste	ɑlɛrløkstə
Allerzielen	Allerzielen	ɑlɛrzilən
alles	alles	ɑlɛs
Alles	Alles	ɑlɛs
álles	álles	ɑlɛs
allesbepalend	allesbepalend	ɑlɛsbəpalɛnt
Allesverloren	Allesverloren	ɑlɛsvɛrlorən
allesvernietigende	allesvernietigende	ɑlɛsvɛrnitiɣəndə
alleszins	alleszins	ɑlɛszɪns
Alliance	Alliance	ɑliɑnsə
Alliante	Alliante	ɑliɑntə
allocatie	allocatie	ɑlokatsi
allochtone	allochtone	ɑlɔxtonə
allochtonen	allochtonen	ɑlɔxtonən
allochtoon	allochtoon	ɑlɔxton
Allrent	Allrent	ɑlrɛnt
allusie	allusie	ɑlysi
almaar	almaar	ɑlmar
Almaren	Almaren	ɑlmarən
Almelo	Almelo	ɑlmelo
Almeloërs	Almeloërs	ɑlmeloɛrs
Almere	Almere	ɑlmerə
Almohaden	Almohaden	ɑlmohadən
Aloe	Aloe	alu
alom	alom	alɔm
Alors	Alors	alɔrs
Aloysiusschool	Aloysiusschool	aloisiœsxol
alpenweiden	alpenweiden	ɑlpenʋɛɪdən
Alpha	Alpha	ɑlpha
Alphen	Alphen	ɑlphən
alras	alras	ɑlrɑs
als	als	ɑls
Als	Als	ɑls
alsmaar	alsmaar	ɑlsmar
alsmede	alsmede	ɑlsmedə
Alsmede	Alsmede	ɑlsmedə
alsnog	alsnog	ɑlsnɔɣ
alsof	alsof	ɑlsɔf
Alsof	Alsof	ɑlsɔf
alsook	alsook	ɑlsok
alstublieft	alstublieft	ɑlstœblift
Altea	Altea	ɑltɛa
Altech	Altech	ɑltɛx
Altena	Altena	ɑltena
alternatief	alternatief	ɑltɛrnatif
alternatieve	alternatieve	ɑltɛrnatsivə
Alternatieve	Alternatieve	ɑltɛrnatsivə
alternatieven	alternatieven	ɑltɛrnatsivən
Alternatieven	Alternatieven	ɑltɛrnatsivən
Althans	Althans	ɑlthɑns
altijd	altijd	ɑltɛɪt
Altijd	Altijd	ɑltɛɪt
Altijddurende	Altijddurende	ɑltɛɪdyrɛndə
Altsaxofonist	Altsaxofonist	ɑltsɑksofonɪst
altviool	altviool	ɑltviol
Alu	Alu	aly
aluminium	aluminium	alyminiœm
aluminium-lijst	aluminium-lijst	alyminiymlɛɪst
aluminiumhallen	aluminiumhallen	alyminiymhɑlən
alvast	alvast	ɑlvɑst
alvini	alvini	ɑlvini
alvorens	alvorens	ɑlvorɛns
Alvorens	Alvorens	ɑlvorɛns
alwaar	alwaar	alʋar
alweer	alweer	alʋer
Alweer	Alweer	alʋer
Alwin	Alwin	alʋɪn
Aly	Aly	ali
Alzo	Alzo	ɑlzo
Amadeus	Amadeus	amadøs
amateurs	amateurs	amatørs
amazon	amazon	amazɔn
Amazonemieren	Amazonemieren	amazonemirən
Ambacht	Ambacht	ɑmbɑxt
ambachtelijke	ambachtelijke	ɑmbɑxteləkə
Ambachten	Ambachten	ɑmbɑxtən
Ambachtse	Ambachtse	ɑmbɑxtsə
Ambarawa	Ambarawa	ɑmbaraʋa
ambasade	ambasade	ɑmbasadə
ambassade	ambassade	ɑmbɑsadə
ambiance	ambiance	ɑmbiɑnsə
Ambiance	Ambiance	ɑmbiɑnsə
ambiancerijke	ambiancerijke	ɑmbiɑnserɛɪkə
ambigu	ambigu	ɑmbiɣy
ambitie	ambitie	ɑmbitsi
ambitiedocument	ambitiedocument	ɑmbitsidokymɛnt
ambitieniveau	ambitieniveau	ɑmbitsinivo
ambitieus	ambitieus	ɑmbitsiøs
ambitieuze	ambitieuze	ɑmbitsiøzə
ambivalentie	ambivalentie	ɑmbivalɛntsi
ambtenaar	ambtenaar	ɑmbtenar
ambtenaren	ambtenaren	ɑmbtenarən
ambtenaresse	ambtenaresse	ɑmbtenarɛsə
ambtsberichten	ambtsberichten	ɑmbtsbərɪxtən
ambtsdragers	ambtsdragers	ɑmbtsdraɣərs
ambtshalve	ambtshalve	ɑmbtshɑlvə
ambulance	ambulance	ɑmbylɑnsə
ambulancemedewerker	ambulancemedewerker	ɑmbylɑnsemedeʋɛrkər
ambulante	ambulante	ɑmbylɑntə
Amélie	Amélie	ameli
amendement	amendement	amɛndemɛnt
amendementen	amendementen	amɛndemɛntən
America	America	amerika
American	American	amerikɑn
Americas	Americas	amerikɑs
Amerika	Amerika	amerika
Amerikaan	Amerikaan	amerikan
Amerikaans	Amerikaans	amerikans
amerikaanse	amerikaanse	amerikansə
Amerikaanse	Amerikaanse	amerikansə
Amerikanen	Amerikanen	amerikanən
Amersfoort	Amersfoort	amɛrsfort
Ameyden	Ameyden	ameidən
amfetamine	amfetamine	ɑmfetaminə
Amfetamine	Amfetamine	ɑmfetaminə
amfetamines	amfetamines	ɑmfetaminɛs
amfibieën	amfibieën	ɑmfibiən
amides	amides	amidɛs
aminozuur	aminozuur	aminozyr
Amnesty	Amnesty	ɑmnɛsti
Amor	Amor	amɔr
amorfe	amorfe	amɔrfə
Ampèrestraat	Ampèrestraat	ɑmpɛ:rɛstrat
Amphitrite	Amphitrite	ɑmphɪtritə
amputeren	amputeren	ɑmpyterən
Amr	Amr	ɑmr
Amro	Amro	ɑmro
Amstel	Amstel	ɑmstəl
Amstelskoalle	Amstelskoalle	ɑmstɛlskoɑlə
Amstelveen	Amstelveen	ɑmstɛlven
Amstelveenseweg	Amstelveenseweg	ɑmstɛlvenseʋɛɣ
Amsterdam	Amsterdam	ɑmstɛrdɑm
Amsterdam-Oost	Amsterdam-Oost	ɑmstɛrdamost
Amsterdammers	Amsterdammers	ɑmstɛrdɑmɛrs
Amsterdamse	Amsterdamse	ɑmstɛrdɑmsə
amuse	amuse	amyzə
amusement	amusement	amyzemɛnt
amusementscentra	amusementscentra	amyzemɛntssɛntra
amusementshallen	amusementshallen	amyzemɛntshɑlən
amuses	amuses	amyzɛs
an	an	ɑn
An	An	ɑn
anaalklieren	anaalklieren	analklirən
Anaguta	Anaguta	anaɣyta
analist	analist	analɪst
analisten	analisten	analɪstən
Analisten	Analisten	analɪstən
analoge	analoge	analɔ:ɣə
analogie	analogie	analoɣi
analoog	analoog	analoɣ
analyse	analyse	analisə
analyseren	analyseren	analiserən
anatomie	anatomie	anatomi
Anatomie	Anatomie	anatomi
Ancestor	Ancestor	ɑnsɛstɔr
and	and	ɑnt
Andalusië	Andalusië	ɑndalysiə
ander	ander	ɑndər
Ander	Ander	ɑndər
andere	andere	ɑnderə
Andere	Andere	ɑnderə
ándere	ándere	ɑnderə
anderen	anderen	ɑnderən
anderhalf	anderhalf	ɑnderhɑlf
Anderhalf	Anderhalf	ɑnderhɑlf
anderhalve	anderhalve	ɑnderhɑlvə
Anderlecht	Anderlecht	ɑndɛrlɛxt
Anderlecht-doelman	Anderlecht-doelman	ɑndɛrlɛxtdulmɑn
anders	anders	ɑndɛrs
Anders	Anders	ɑndɛrs
andersom	andersom	ɑndɛrsɔm
Andersom	Andersom	ɑndɛrsɔm
anderszins	anderszins	ɑndɛrszɪns
anderzijds	anderzijds	ɑndɛrzɛɪts
Anderzijds	Anderzijds	ɑndɛrzɛɪts
Andes	Andes	ɑndɛs
Andhra	Andhra	ɑndhra
André	André	ɑndre
Andries	Andries	ɑndris
Andriessens	Andriessens	ɑndrisɛns
Android	Android	ɑndrʋat
Anegang	Anegang	aneɣɑŋ
anekdotes	anekdotes	anɛkdotɛs
anesthesie	anesthesie	anɛsthesi
Angarsk	Angarsk	ɑŋɑrsk
Ange	Ange	ɑŋə
Angela	Angela	ɑŋəla
Angeles	Angeles	ɑŋəlɛs
Angélil	Angélil	ɑŋelɪl
Angelo	Angelo	ɑŋəlo
Angeroyen	Angeroyen	ɑŋəroiən
angst	angst	ɑŋst
angstaanjagend	angstaanjagend	ɑŋstanjaɣənt
angstig	angstig	ɑŋstəɣ
Anialarra	Anialarra	anialɑra
Anik	Anik	anɪk
animatie	animatie	animatsi
animaties	animaties	animatsis
Animaties	Animaties	animatsis
Animatieshop	Animatieshop	animatsishɔp
Animations	Animations	animaʃɔns
animo	animo	animo
Animo	Animo	animo
Anita	Anita	anita
Anja	Anja	ɑnja
Anna	Anna	ɑna
Annastraat	Annastraat	ɑnɑstrat
Anne	Anne	ɑnə
Anneke	Anneke	ɑnekə
Annemie	Annemie	ɑnemi
Annet	Annet	ɑnɛt
Annex	Annex	ɑnɛks
annexeren	annexeren	ɑnɛkserən
Annie	Annie	ɑni
anno	anno	ɑno
Annual	Annual	ɑnyɑl
annuleren	annuleren	ɑnylerən
annulering	annulering	ɑnylerɪŋ
Annulering	Annulering	ɑnylerɪŋ
annuleringsverzekering	annuleringsverzekering	ɑnylerɪŋsvɛrzekerɪŋ
Annuleringsverzekering	Annuleringsverzekering	ɑnylerɪŋsvɛrzekerɪŋ
anoniem	anoniem	anonim
Anonymous	Anonymous	anonimɑus
Ansermet	Ansermet	ɑnsɛrmɛt
ansichten	ansichten	ɑnsɪxtən
Antarctica	Antarctica	ɑntɑrktika
ante	ante	ɑntə
antenne	antenne	ɑntɛnə
Antens	Antens	ɑntɛns
Anthologia	Anthologia	ɑntholoɣia
Anthonis	Anthonis	ɑnthonɪs
anti	anti	ɑnti
anti-communist	anti-communist	ɑntikɔmynɪst
anti-discriminatie-wetgeving	anti-discriminatie-wetgeving	ɑntidɪskriminatsiʋɛtɣəvɪŋ
anti-Joodse	anti-Joodse	ɑntijotsə
anti-osmose	anti-osmose	ɑntiɔsmosə
anti-rimpelcrème	anti-rimpelcrème	ɑntirɪmpɛlkrɛ:mə
anti-tabakswet	anti-tabakswet	ɑntitabɑksʋɛt
anti-terreuroperatie	anti-terreuroperatie	ɑntitɛrøroperatsi
Antibes	Antibes	ɑntibəs
antibioticum	antibioticum	ɑntibiotikœm
Anticipatie	Anticipatie	ɑntisipatsi
anticiperen	anticiperen	ɑntisiperən
antidemocratisch	antidemocratisch	ɑntidemɔkratis
antieke	antieke	ɑntikə
Antieke	Antieke	ɑntikə
antifibrinolytische	antifibrinolytische	ɑntifɪbrinolitisə
antikraakwet	antikraakwet	ɑntɪkrakʋɛt
Antillen	Antillen	ɑntɪlən
Antilliaan	Antilliaan	ɑntɪlian
Antilliaanse	Antilliaanse	ɑntɪliansə
antilopen	antilopen	ɑntilopən
antimodernistenverklaring	antimodernistenverklaring	ɑntimodɛrnɪstɛnvɛrklarɪŋ
antioxydanten	antioxydanten	ɑnʃɔksidɑntən
Antiqua	Antiqua	ɑntikʋa
antisemitisme	antisemitisme	ɑntisemitɪsmə
antiterreurpolitie	antiterreurpolitie	ɑntitɛrørpolitsi
antiterrorisme-coalitie	antiterrorisme-coalitie	ɑntitɛrorɪsmekoalitsi
Anton	Anton	ɑntɔn
antoniem	antoniem	ɑntonim
Antonio	Antonio	ɑntonio
Antonius	Antonius	ɑntoniœs
antracietkleurige	antracietkleurige	ɑntrasitklørəɣə
antropologie	antropologie	ɑntropoloɣi
Antwerpen	Antwerpen	ɑntʋɛrpən
Antwerps	Antwerps	ɑntʋɛrps
antwoord	antwoord	ɑntʋort
Antwoord	Antwoord	ɑntʋort
antwoordde	antwoordde	ɑntʋordə
antwoorden	antwoorden	ɑntʋordən
Anubis	Anubis	anybɪs
Any	Any	ani
Anywize	Anywize	aniʋizə
apart	apart	apɑrt
aparte	aparte	apɑrtə
Aparte	Aparte	apɑrtə
apartheid	apartheid	apɑrthɛɪt
apartheidsstaat	apartheidsstaat	apɑrthɛɪtstat
Apeldoorn	Apeldoorn	apɛldorn
apen	apen	apən
apenkolonies	apenkolonies	apɛŋkolonis
Aphrodita	Aphrodita	aphrodita
Aphroditidae	Aphroditidae	aphroditidaə
Api	Api	api
Apidae	Apidae	apidaə
apk-keuring	apk-keuring	ɑpkkørɪŋ
apostel	apostel	apɔstəl
apostelen	apostelen	apɔstelən
apotheker	apotheker	apothekər
apothekers	apothekers	apothekɛrs
app	app	ɑp
App	App	ɑp
apparaat	apparaat	ɑparat
apparaten	apparaten	ɑparatən
apparatuur	apparatuur	ɑparatyr
appartement	appartement	ɑpɑrtemɛnt
appartementen	appartementen	ɑpɑrtemɛntən
appartementencomplex	appartementencomplex	ɑpɑrtemɛntɛŋkɔmplɛks
appel	appel	ɑpəl
appellante	appellante	ɑpɛlɑntə
Appelleerde	Appelleerde	ɑpɛlerdə
appels	appels	ɑpɛls
Appelscha	Appelscha	ɑpɛlsxa
appelstroop	appelstroop	ɑpɛlstrop
appeltaart	appeltaart	ɑpɛltart
Appeltaart	Appeltaart	ɑpɛltart
appeltje	appeltje	ɑpɛlcə
Appelvink	Appelvink	ɑpɛlvɪŋk
Appingedam	Appingedam	ɑpɪŋədɑm
applaudiseert	applaudiseert	ɑplɑudisert
applaus	applaus	ɑplɑus
Apple	Apple	ɑplə
applicatie	applicatie	ɑplikatsi
Applicatie	Applicatie	ɑplikatsi
applicaties	applicaties	ɑplikatsis
Applicaties	Applicaties	ɑplikatsis
apport	apport	ɑpɔrt
apps	apps	ɑps
apres-ski	apres-ski	ɑpresski
april	april	ɑprɪl
April	April	ɑprɪl
aprilgrap	aprilgrap	ɑprɪlɣrɑp
aqua	aqua	akʋa
Aqua-Claro	Aqua-Claro	akʋaklaro
Aqua-robic	Aqua-robic	akʋarobɪk
Aqua-sporten	Aqua-sporten	akʋaspɔrtən
aquaria	aquaria	akʋaria
aquarium	aquarium	akʋariœm
aquariumwater	aquariumwater	akʋariymʋatər
Aquartis	Aquartis	akʋɑrtɪs
Aquatisch	Aquatisch	akʋatis
Aquilini	Aquilini	akʋilini
Arabisch	Arabisch	arabis
arabische	arabische	arabisə
Arabische	Arabische	arabisə
Aracana	Aracana	arakana
Aracanidae	Aracanidae	arakanidaə
Arad	Arad	arɑt
Arafat	Arafat	arafɑt
Aranyos	Aranyos	araniɔs
Arassuil	Arassuil	arɑsœyl
arbeid	arbeid	ɑrbɛɪt
Arbeid	Arbeid	ɑrbɛɪt
Arbeiderswoningen	Arbeiderswoningen	ɑrbɛɪdɛrsʋonɪŋən
arbeiderswoniningen	arbeiderswoniningen	ɑrbɛɪdɛrsʋoninɪŋən
arbeidsaanbod	arbeidsaanbod	ɑrbɛɪtsanbɔt
arbeidscontract	arbeidscontract	ɑrbɛɪtskɔntrɑkt
arbeidskantoren	arbeidskantoren	ɑrbɛɪtskɑntorən
arbeidsmarkt	arbeidsmarkt	ɑrbɛɪtsmɑrkt
Arbeidsomstandighedenwet	Arbeidsomstandighedenwet	ɑrbɛɪtsɔmstɑndigedenʋɛt
arbeidsongeschikt	arbeidsongeschikt	ɑrbɛɪtsɔŋəsxɪkt
arbeidsongeschiktheid	arbeidsongeschiktheid	ɑrbɛɪtsɔŋəsxɪkthɛɪt
arbeidsovereenkomst	arbeidsovereenkomst	ɑrbɛɪtsovereŋkɔmst
arbeidsplaatsen	arbeidsplaatsen	ɑrbɛɪtsplatsən
arbeidsproductiviteit	arbeidsproductiviteit	ɑrbɛɪtsprodœktivitɛɪt
arbeidsverleden	arbeidsverleden	ɑrbɛɪtsvɛrledən
arbeidsvoorwaarden	arbeidsvoorwaarden	ɑrbɛɪtsvorʋardən
Arbin	Arbin	ɑrbɪn
arbitrerende	arbitrerende	ɑrbɪtrerɛndə
Arbo	Arbo	ɑrbo
arbodienst	arbodienst	ɑrbodinst
